Fast Name,Charged Name,Fast Type,Fast Power,Fast Energy,Fast Power Per Energy,Charged Type,Charged Power,Charged Energy,Charged Power Per Energy,Charged Rate
Water Shuriken,Aqua Jet,Water,6,14,0.42857142857142855,Water,45,-45,-1.0,4.0
Volt Switch,Energy Ball,Electric,12,16,0.75,Grass,90,-55,-1.6363636363636365,4.0
Water Shuriken,Submission,Water,6,14,0.42857142857142855,Fighting,60,-50,-1.2,4.0
Volt Switch,Grass Knot,Electric,12,16,0.75,Grass,90,-50,-1.8,4.0
Volt Switch,Overheat,Electric,12,16,0.75,Fire,130,-55,-2.3636363636363638,4.0
Volt Switch,Heavy Slam,Electric,12,16,0.75,Steel,70,-50,-1.4,4.0
Water Shuriken,Mega Drain,Water,6,14,0.42857142857142855,Grass,25,-55,-0.45454545454545453,4.0
Water Shuriken,Drill Run,Water,6,14,0.42857142857142855,Ground,80,-45,-1.7777777777777777,4.0
Water Shuriken,Seed Bomb,Water,6,14,0.42857142857142855,Grass,65,-45,-1.4444444444444444,4.0
Rollout,Magma Storm,Rock,5,13,0.38461538461538464,Fire,65,-40,-1.625,4.0
Rollout,Liquidation,Rock,5,13,0.38461538461538464,Water,70,-45,-1.5555555555555556,4.0
Rollout,Mystical Fire,Rock,5,13,0.38461538461538464,Fire,60,-45,-1.3333333333333333,4.0
Rollout,Acid Spray,Rock,5,13,0.38461538461538464,Poison,20,-45,-0.4444444444444444,4.0
Rollout,Meteor Mash,Rock,5,13,0.38461538461538464,Steel,100,-50,-2.0,4.0
Rollout,Hydro Cannon,Rock,5,13,0.38461538461538464,Water,80,-40,-2.0,4.0
Rollout,Blast Burn,Rock,5,13,0.38461538461538464,Fire,110,-50,-2.2,4.0
Rollout,Frenzy Plant,Rock,5,13,0.38461538461538464,Grass,100,-45,-2.2222222222222223,4.0
Volt Switch,Air Cutter,Electric,12,16,0.75,Flying,60,-55,-1.0909090909090908,4.0
Volt Switch,Power Whip,Electric,12,16,0.75,Grass,90,-50,-1.8,4.0
Rollout,Doom Desire,Rock,5,13,0.38461538461538464,Steel,75,-40,-1.875,4.0
Rollout,Surf,Rock,5,13,0.38461538461538464,Water,65,-40,-1.625,4.0
Rollout,Crabhammer,Rock,5,13,0.38461538461538464,Water,85,-50,-1.7,4.0
Rollout,Foul Play,Rock,5,13,0.38461538461538464,Dark,70,-45,-1.5555555555555556,4.0
Rollout,Grass Knot,Rock,5,13,0.38461538461538464,Grass,90,-50,-1.8,4.0
Rollout,Heavy Slam,Rock,5,13,0.38461538461538464,Steel,70,-50,-1.4,4.0
Rollout,Silver Wind,Rock,5,13,0.38461538461538464,Bug,60,-45,-1.3333333333333333,4.0
Rollout,Rock Blast,Rock,5,13,0.38461538461538464,Rock,50,-40,-1.25,4.0
Rollout,Sand Tomb,Rock,5,13,0.38461538461538464,Ground,25,-40,-0.625,4.0
Rollout,Sky Attack,Rock,5,13,0.38461538461538464,Flying,75,-50,-1.5,4.0
Rollout,Avalanche,Rock,5,13,0.38461538461538464,Ice,90,-45,-2.0,4.0
Rollout,Wild Charge,Rock,5,13,0.38461538461538464,Electric,100,-45,-2.2222222222222223,4.0
Rollout,Dynamic Punch,Rock,5,13,0.38461538461538464,Fighting,90,-50,-1.8,4.0
Rollout,Crunch,Rock,5,13,0.38461538461538464,Dark,70,-45,-1.5555555555555556,4.0
Snarl,Scorching Sands,Dark,5,13,0.38461538461538464,Ground,80,-50,-1.6,4.0
Rollout,Lunge,Rock,5,13,0.38461538461538464,Bug,60,-45,-1.3333333333333333,4.0
Rollout,Super Power,Rock,5,13,0.38461538461538464,Fighting,85,-40,-2.125,4.0
Volt Switch,Aurora Beam,Electric,12,16,0.75,Ice,80,-60,-1.3333333333333333,4.0
Volt Switch,Dynamic Punch,Electric,12,16,0.75,Fighting,90,-50,-1.8,4.0
Rollout,Glaciate,Rock,5,13,0.38461538461538464,Ice,60,-40,-1.5,4.0
Rollout,Fusion Flare,Rock,5,13,0.38461538461538464,Fire,90,-45,-2.0,4.0
Rollout,Fusion Bolt,Rock,5,13,0.38461538461538464,Electric,90,-45,-2.0,4.0
Rollout,Obstruct,Rock,5,13,0.38461538461538464,Dark,15,-40,-0.375,4.0
Rollout,Brutal Swing,Rock,5,13,0.38461538461538464,Dark,65,-40,-1.625,4.0
Rollout,Icicle Spear,Rock,5,13,0.38461538461538464,Ice,65,-40,-1.625,4.0
Rollout,Feather Dance,Rock,5,13,0.38461538461538464,Flying,35,-50,-0.7,4.0
Rollout,Octazooka,Rock,5,13,0.38461538461538464,Water,50,-50,-1.0,4.0
Rollout,Tri Attack,Rock,5,13,0.38461538461538464,Normal,65,-50,-1.3,4.0
Rollout,Fly,Rock,5,13,0.38461538461538464,Flying,80,-45,-1.7777777777777777,4.0
Rollout,Rock Wrecker,Rock,5,13,0.38461538461538464,Rock,110,-50,-2.2,4.0
Rollout,Flying Press,Rock,5,13,0.38461538461538464,Fighting,90,-40,-2.25,4.0
Rollout,Synchronoise,Rock,5,13,0.38461538461538464,Psychic,80,-50,-1.6,4.0
Rollout,Blaze Kick,Rock,5,13,0.38461538461538464,Fire,60,-40,-1.5,4.0
Volt Switch,Hyper Fang,Electric,12,16,0.75,Normal,80,-50,-1.6,4.0
Rollout,Shadow Bone,Rock,5,13,0.38461538461538464,Ghost,80,-45,-1.7777777777777777,4.0
Rollout,Drain Punch,Rock,5,13,0.38461538461538464,Fighting,20,-40,-0.5,4.0
Rollout,Leaf Tornado,Rock,5,13,0.38461538461538464,Grass,45,-40,-1.125,4.0
Rollout,V Create,Rock,5,13,0.38461538461538464,Fire,95,-40,-2.375,4.0
Snarl,Trailblaze,Dark,5,13,0.38461538461538464,Grass,65,-50,-1.3,4.0
Snarl,Triple Axel,Dark,5,13,0.38461538461538464,Ice,60,-45,-1.3333333333333333,4.0
Snarl,Natures Madness,Dark,5,13,0.38461538461538464,Fairy,80,-50,-1.6,4.0
Ice Shard,Mirror Shot,Ice,9,10,0.9,Steel,35,-35,-1.0,4.0
Ice Shard,Super Power,Ice,9,10,0.9,Fighting,85,-40,-2.125,4.0
Ice Shard,Fell Stinger,Ice,9,10,0.9,Bug,20,-35,-0.5714285714285714,4.0
Ice Shard,Leaf Tornado,Ice,9,10,0.9,Grass,45,-40,-1.125,4.0
Ice Shard,Drain Punch,Ice,9,10,0.9,Fighting,20,-40,-0.5,4.0
Ice Shard,Muddy Water,Ice,9,10,0.9,Water,35,-35,-1.0,4.0
Ice Shard,Blaze Kick,Ice,9,10,0.9,Fire,60,-40,-1.5,4.0
Ice Shard,Razor Shell,Ice,9,10,0.9,Water,35,-35,-1.0,4.0
Ice Shard,Power Up Punch,Ice,9,10,0.9,Fighting,20,-35,-0.5714285714285714,4.0
Ice Shard,Sacred Sword,Ice,9,10,0.9,Fighting,60,-35,-1.7142857142857142,4.0
Ice Shard,Flying Press,Ice,9,10,0.9,Fighting,90,-40,-2.25,4.0
Ice Shard,V Create,Ice,9,10,0.9,Fire,95,-40,-2.375,4.0
Ice Shard,Weather Ball Normal,Ice,9,10,0.9,Normal,55,-35,-1.5714285714285714,4.0
Ice Shard,Psychic Fangs,Ice,9,10,0.9,Psychic,40,-35,-1.1428571428571428,4.0
Ice Shard,Icicle Spear,Ice,9,10,0.9,Ice,65,-40,-1.625,4.0
Ice Shard,Brutal Swing,Ice,9,10,0.9,Dark,65,-40,-1.625,4.0
Snarl,Grass Knot,Dark,5,13,0.38461538461538464,Grass,90,-50,-1.8,4.0
Ice Shard,Obstruct,Ice,9,10,0.9,Dark,15,-40,-0.375,4.0
Snarl,Heavy Slam,Dark,5,13,0.38461538461538464,Steel,70,-50,-1.4,4.0
Snarl,Crunch,Dark,5,13,0.38461538461538464,Dark,70,-45,-1.5555555555555556,4.0
Ice Shard,Hydro Cannon,Ice,9,10,0.9,Water,80,-40,-2.0,4.0
Ice Shard,Weather Ball Water,Ice,9,10,0.9,Water,55,-35,-1.5714285714285714,4.0
Ice Shard,Weather Ball Rock,Ice,9,10,0.9,Rock,55,-35,-1.5714285714285714,4.0
Ice Shard,Mud Bomb,Ice,9,10,0.9,Ground,60,-40,-1.5,4.0
Ice Shard,X Scissor,Ice,9,10,0.9,Bug,65,-40,-1.625,4.0
Ice Shard,Fire Punch,Ice,9,10,0.9,Fire,55,-40,-1.375,4.0
Ice Shard,Leaf Blade,Ice,9,10,0.9,Grass,70,-35,-2.0,4.0
Ice Shard,Brick Break,Ice,9,10,0.9,Fighting,40,-40,-1.0,4.0
Ice Shard,Swift,Ice,9,10,0.9,Normal,55,-40,-1.375,4.0
Ice Shard,Horn Attack,Ice,9,10,0.9,Normal,40,-35,-1.1428571428571428,4.0
Ice Shard,Stomp,Ice,9,10,0.9,Normal,55,-40,-1.375,4.0
Ice Shard,Body Slam,Ice,9,10,0.9,Normal,60,-35,-1.7142857142857142,4.0
Ice Shard,Glaciate,Ice,9,10,0.9,Ice,60,-40,-1.5,4.0
Ice Shard,Rest,Ice,9,10,0.9,Normal,50,-35,-1.4285714285714286,4.0
Snarl,Surf,Dark,5,13,0.38461538461538464,Water,65,-40,-1.625,4.0
Snarl,Foul Play,Dark,5,13,0.38461538461538464,Dark,70,-45,-1.5555555555555556,4.0
Ice Shard,Sand Tomb,Ice,9,10,0.9,Ground,25,-40,-0.625,4.0
Ice Shard,Rock Blast,Ice,9,10,0.9,Rock,50,-40,-1.25,4.0
Ice Shard,Surf,Ice,9,10,0.9,Water,65,-40,-1.625,4.0
Ice Shard,Doom Desire,Ice,9,10,0.9,Steel,75,-40,-1.875,4.0
Ice Shard,Psycho Boost,Ice,9,10,0.9,Psychic,70,-35,-2.0,4.0
Ice Shard,Weather Ball Fire,Ice,9,10,0.9,Fire,55,-35,-1.5714285714285714,4.0
Ice Shard,Weather Ball Ice,Ice,9,10,0.9,Ice,55,-35,-1.5714285714285714,4.0
Snarl,Doom Desire,Dark,5,13,0.38461538461538464,Steel,75,-40,-1.875,4.0
Ice Shard,Breaking Swipe,Ice,9,10,0.9,Dragon,50,-35,-1.4285714285714286,4.0
Ice Shard,Double Iron Bash,Ice,9,10,0.9,Steel,50,-35,-1.4285714285714286,4.0
Ice Shard,Magma Storm,Ice,9,10,0.9,Fire,65,-40,-1.625,4.0
Magical Leaf,Bubble Beam,Grass,10,10,1.0,Water,25,-40,-0.625,4.0
Magical Leaf,Night Slash,Grass,10,10,1.0,Dark,50,-35,-1.4285714285714286,4.0
Magical Leaf,Poison Fang,Grass,10,10,1.0,Poison,45,-40,-1.125,4.0
Snarl,Scald,Dark,5,13,0.38461538461538464,Water,85,-50,-1.7,4.0
Snarl,Brine,Dark,5,13,0.38461538461538464,Water,60,-50,-1.2,4.0
Snarl,Flame Charge,Dark,5,13,0.38461538461538464,Fire,65,-50,-1.3,4.0
Snarl,X Scissor,Dark,5,13,0.38461538461538464,Bug,65,-40,-1.625,4.0
Snarl,Mud Bomb,Dark,5,13,0.38461538461538464,Ground,60,-40,-1.5,4.0
Volt Switch,Mega Drain,Electric,12,16,0.75,Grass,25,-55,-0.45454545454545453,4.0
Snarl,Psystrike,Dark,5,13,0.38461538461538464,Psychic,90,-45,-2.0,4.0
Magical Leaf,Aerial Ace,Grass,10,10,1.0,Flying,55,-40,-1.375,4.0
Snarl,Disarming Voice,Dark,5,13,0.38461538461538464,Fairy,70,-45,-1.5555555555555556,4.0
Magical Leaf,Drill Peck,Grass,10,10,1.0,Flying,65,-40,-1.625,4.0
Volt Switch,Ice Beam,Electric,12,16,0.75,Ice,90,-55,-1.6363636363636365,4.0
Snarl,Twister,Dark,5,13,0.38461538461538464,Dragon,45,-45,-1.0,4.0
Magical Leaf,Heart Stamp,Grass,10,10,1.0,Psychic,40,-40,-1.0,4.0
Magical Leaf,Ice Punch,Grass,10,10,1.0,Ice,55,-40,-1.375,4.0
Snarl,Thunder Punch,Dark,5,13,0.38461538461538464,Electric,55,-40,-1.375,4.0
Snarl,Iron Head,Dark,5,13,0.38461538461538464,Steel,70,-50,-1.4,4.0
Snarl,Magnet Bomb,Dark,5,13,0.38461538461538464,Steel,70,-45,-1.5555555555555556,4.0
Snarl,Sludge Bomb,Dark,5,13,0.38461538461538464,Poison,80,-50,-1.6,4.0
Ice Shard,Bone Club,Ice,9,10,0.9,Ground,40,-35,-1.1428571428571428,4.0
Magical Leaf,Low Sweep,Grass,10,10,1.0,Fighting,40,-40,-1.0,4.0
Snarl,Fire Punch,Dark,5,13,0.38461538461538464,Fire,55,-40,-1.375,4.0
Ice Shard,Spirit Shackle,Ice,9,10,0.9,Ghost,50,-40,-1.25,4.0
Snarl,Silver Wind,Dark,5,13,0.38461538461538464,Bug,60,-45,-1.3333333333333333,4.0
Snarl,Rock Blast,Dark,5,13,0.38461538461538464,Rock,50,-40,-1.25,4.0
Snarl,Sand Tomb,Dark,5,13,0.38461538461538464,Ground,25,-40,-0.625,4.0
Snarl,Sky Attack,Dark,5,13,0.38461538461538464,Flying,75,-50,-1.5,4.0
Snarl,Avalanche,Dark,5,13,0.38461538461538464,Ice,90,-45,-2.0,4.0
Magical Leaf,Shadow Punch,Grass,10,10,1.0,Ghost,40,-35,-1.1428571428571428,4.0
Snarl,Wild Charge,Dark,5,13,0.38461538461538464,Electric,100,-45,-2.2222222222222223,4.0
Snarl,Dynamic Punch,Dark,5,13,0.38461538461538464,Fighting,90,-50,-1.8,4.0
Snarl,Icy Wind,Dark,5,13,0.38461538461538464,Ice,60,-45,-1.3333333333333333,4.0
Snarl,Close Combat,Dark,5,13,0.38461538461538464,Fighting,100,-45,-2.2222222222222223,4.0
Snarl,Wrap Pink,Dark,5,13,0.38461538461538464,Normal,25,-45,-0.5555555555555556,4.0
Snarl,Wrap Green,Dark,5,13,0.38461538461538464,Normal,25,-45,-0.5555555555555556,4.0
Dragon Tail,Mirror Shot,Dragon,13,9,1.4444444444444444,Steel,35,-35,-1.0,4.0
Snarl,Stomp,Dark,5,13,0.38461538461538464,Normal,55,-40,-1.375,4.0
Snarl,Swift,Dark,5,13,0.38461538461538464,Normal,55,-40,-1.375,4.0
Magical Leaf,Aqua Tail,Grass,10,10,1.0,Water,55,-35,-1.5714285714285714,4.0
Snarl,Brick Break,Dark,5,13,0.38461538461538464,Fighting,40,-40,-1.0,4.0
Snarl,Power Whip,Dark,5,13,0.38461538461538464,Grass,90,-50,-1.8,4.0
Volt Switch,Bug Buzz,Electric,12,16,0.75,Bug,100,-60,-1.6666666666666667,4.0
Volt Switch,Submission,Electric,12,16,0.75,Fighting,60,-50,-1.2,4.0
Snarl,Shadow Sneak,Dark,5,13,0.38461538461538464,Ghost,50,-45,-1.1111111111111112,4.0
Ice Shard,Cross Poison,Ice,9,10,0.9,Poison,50,-35,-1.4285714285714286,4.0
Ice Shard,Thunder Punch,Ice,9,10,0.9,Electric,55,-40,-1.375,4.0
Volt Switch,Parabolic Charge,Electric,12,16,0.75,Electric,65,-55,-1.1818181818181819,4.0
Volt Switch,Iron Head,Electric,12,16,0.75,Steel,70,-50,-1.4,4.0
Magical Leaf,Cross Poison,Grass,10,10,1.0,Poison,50,-35,-1.4285714285714286,4.0
Magical Leaf,Dragon Claw,Grass,10,10,1.0,Dragon,50,-35,-1.4285714285714286,4.0
Snarl,Feather Dance,Dark,5,13,0.38461538461538464,Flying,35,-50,-0.7,4.0
Magical Leaf,Thunder Punch,Grass,10,10,1.0,Electric,55,-40,-1.375,4.0
Snarl,Tri Attack,Dark,5,13,0.38461538461538464,Normal,65,-50,-1.3,4.0
Mud Shot,Cross Chop,Ground,3,9,0.3333333333333333,Fighting,55,-35,-1.5714285714285714,4.0
Snarl,V Create,Dark,5,13,0.38461538461538464,Fire,95,-40,-2.375,4.0
Snarl,Fly,Dark,5,13,0.38461538461538464,Flying,80,-45,-1.7777777777777777,4.0
Mud Shot,Night Slash,Ground,3,9,0.3333333333333333,Dark,50,-35,-1.4285714285714286,4.0
Mud Shot,Aqua Tail,Ground,3,9,0.3333333333333333,Water,55,-35,-1.5714285714285714,4.0
Mud Shot,Shadow Punch,Ground,3,9,0.3333333333333333,Ghost,40,-35,-1.1428571428571428,4.0
Mud Shot,Dragon Claw,Ground,3,9,0.3333333333333333,Dragon,50,-35,-1.4285714285714286,4.0
Mud Shot,Cross Poison,Ground,3,9,0.3333333333333333,Poison,50,-35,-1.4285714285714286,4.0
Mud Shot,Bone Club,Ground,3,9,0.3333333333333333,Ground,40,-35,-1.1428571428571428,4.0
Snarl,Rock Wrecker,Dark,5,13,0.38461538461538464,Rock,110,-50,-2.2,4.0
Mud Shot,Leaf Blade,Ground,3,9,0.3333333333333333,Grass,70,-35,-2.0,4.0
Snarl,Flying Press,Dark,5,13,0.38461538461538464,Fighting,90,-40,-2.25,4.0
Magical Leaf,Bone Club,Grass,10,10,1.0,Ground,40,-35,-1.1428571428571428,4.0
Snarl,Icicle Spear,Dark,5,13,0.38461538461538464,Ice,65,-40,-1.625,4.0
Magical Leaf,Mud Bomb,Grass,10,10,1.0,Ground,60,-40,-1.5,4.0
Magical Leaf,X Scissor,Grass,10,10,1.0,Bug,65,-40,-1.625,4.0
Snarl,Oblivion Wing,Dark,5,13,0.38461538461538464,Flying,85,-50,-1.7,4.0
Volt Switch,Thunderbolt,Electric,12,16,0.75,Electric,90,-55,-1.6363636363636365,4.0
Snarl,Spacial Rend,Dark,5,13,0.38461538461538464,Dragon,95,-50,-1.9,4.0
Snarl,Magma Storm,Dark,5,13,0.38461538461538464,Fire,65,-40,-1.625,4.0
Snarl,Liquidation,Dark,5,13,0.38461538461538464,Water,70,-45,-1.5555555555555556,4.0
Snarl,Mystical Fire,Dark,5,13,0.38461538461538464,Fire,60,-45,-1.3333333333333333,4.0
Volt Switch,Thunder,Electric,12,16,0.75,Electric,100,-60,-1.6666666666666667,4.0
Snarl,Glaciate,Dark,5,13,0.38461538461538464,Ice,60,-40,-1.5,4.0
Snarl,Fusion Flare,Dark,5,13,0.38461538461538464,Fire,90,-45,-2.0,4.0
Mud Shot,Horn Attack,Ground,3,9,0.3333333333333333,Normal,40,-35,-1.1428571428571428,4.0
Snarl,Fusion Bolt,Dark,5,13,0.38461538461538464,Electric,90,-45,-2.0,4.0
Magical Leaf,Body Slam,Grass,10,10,1.0,Normal,60,-35,-1.7142857142857142,4.0
Magical Leaf,Stomp,Grass,10,10,1.0,Normal,55,-40,-1.375,4.0
Magical Leaf,Horn Attack,Grass,10,10,1.0,Normal,40,-35,-1.1428571428571428,4.0
Magical Leaf,Swift,Grass,10,10,1.0,Normal,55,-40,-1.375,4.0
Magical Leaf,Brick Break,Grass,10,10,1.0,Fighting,40,-40,-1.0,4.0
Magical Leaf,Leaf Blade,Grass,10,10,1.0,Grass,70,-35,-2.0,4.0
Snarl,Obstruct,Dark,5,13,0.38461538461538464,Dark,15,-40,-0.375,4.0
Magical Leaf,Fire Punch,Grass,10,10,1.0,Fire,55,-40,-1.375,4.0
Snarl,Brutal Swing,Dark,5,13,0.38461538461538464,Dark,65,-40,-1.625,4.0
Magical Leaf,Rest,Grass,10,10,1.0,Normal,50,-35,-1.4285714285714286,4.0
Mud Shot,Body Slam,Ground,3,9,0.3333333333333333,Normal,60,-35,-1.7142857142857142,4.0
Mud Shot,Rest,Ground,3,9,0.3333333333333333,Normal,50,-35,-1.4285714285714286,4.0
Snarl,Synchronoise,Dark,5,13,0.38461538461538464,Psychic,80,-50,-1.6,4.0
Snarl,Acid Spray,Dark,5,13,0.38461538461538464,Poison,20,-45,-0.4444444444444444,4.0
Mud Shot,Double Iron Bash,Ground,3,9,0.3333333333333333,Steel,50,-35,-1.4285714285714286,4.0
Snarl,Meteor Mash,Dark,5,13,0.38461538461538464,Steel,100,-50,-2.0,4.0
Snarl,Hydro Cannon,Dark,5,13,0.38461538461538464,Water,80,-40,-2.0,4.0
Snarl,Blast Burn,Dark,5,13,0.38461538461538464,Fire,110,-50,-2.2,4.0
Ice Shard,Sludge,Ice,9,10,0.9,Poison,50,-40,-1.25,4.0
Ice Shard,Vice Grip,Ice,9,10,0.9,Normal,40,-40,-1.0,4.0
Ice Shard,Cross Chop,Ice,9,10,0.9,Fighting,55,-35,-1.5714285714285714,4.0
Ice Shard,Ice Punch,Ice,9,10,0.9,Ice,55,-40,-1.375,4.0
Mud Shot,Breaking Swipe,Ground,3,9,0.3333333333333333,Dragon,50,-35,-1.4285714285714286,4.0
Ice Shard,Heart Stamp,Ice,9,10,0.9,Psychic,40,-40,-1.0,4.0
Snarl,Frenzy Plant,Dark,5,13,0.38461538461538464,Grass,100,-45,-2.2222222222222223,4.0
Volt Switch,Rock Tomb,Electric,12,16,0.75,Rock,70,-60,-1.1666666666666667,4.0
Ice Shard,Aerial Ace,Ice,9,10,0.9,Flying,55,-40,-1.375,4.0
Ice Shard,Poison Fang,Ice,9,10,0.9,Poison,45,-40,-1.125,4.0
Ice Shard,Night Slash,Ice,9,10,0.9,Dark,50,-35,-1.4285714285714286,4.0
Ice Shard,Bubble Beam,Ice,9,10,0.9,Water,25,-40,-0.625,4.0
Ice Shard,Low Sweep,Ice,9,10,0.9,Fighting,40,-40,-1.0,4.0
Ice Shard,Aqua Tail,Ice,9,10,0.9,Water,55,-35,-1.5714285714285714,4.0
Ice Shard,Shadow Punch,Ice,9,10,0.9,Ghost,40,-35,-1.1428571428571428,4.0
Ice Shard,Drill Peck,Ice,9,10,0.9,Flying,65,-40,-1.625,4.0
Ice Shard,Dragon Claw,Ice,9,10,0.9,Dragon,50,-35,-1.4285714285714286,4.0
Snarl,Crabhammer,Dark,5,13,0.38461538461538464,Water,85,-50,-1.7,4.0
Snarl,Octazooka,Dark,5,13,0.38461538461538464,Water,50,-50,-1.0,4.0
Volt Switch,Shadow Ball,Electric,12,16,0.75,Ghost,100,-55,-1.8181818181818181,4.0
Mud Shot,Psycho Boost,Ground,3,9,0.3333333333333333,Psychic,70,-35,-2.0,4.0
Mud Shot,Weather Ball Fire,Ground,3,9,0.3333333333333333,Fire,55,-35,-1.5714285714285714,4.0
Mud Shot,Weather Ball Ice,Ground,3,9,0.3333333333333333,Ice,55,-35,-1.5714285714285714,4.0
Mud Shot,Weather Ball Rock,Ground,3,9,0.3333333333333333,Rock,55,-35,-1.5714285714285714,4.0
Mud Shot,Weather Ball Water,Ground,3,9,0.3333333333333333,Water,55,-35,-1.5714285714285714,4.0
Mud Shot,Mirror Shot,Ground,3,9,0.3333333333333333,Steel,35,-35,-1.0,4.0
Mud Shot,Fell Stinger,Ground,3,9,0.3333333333333333,Bug,20,-35,-0.5714285714285714,4.0
Mud Shot,Muddy Water,Ground,3,9,0.3333333333333333,Water,35,-35,-1.0,4.0
Snarl,Lunge,Dark,5,13,0.38461538461538464,Bug,60,-45,-1.3333333333333333,4.0
Mud Shot,Razor Shell,Ground,3,9,0.3333333333333333,Water,35,-35,-1.0,4.0
Snarl,Blaze Kick,Dark,5,13,0.38461538461538464,Fire,60,-40,-1.5,4.0
Snarl,Shadow Bone,Dark,5,13,0.38461538461538464,Ghost,80,-45,-1.7777777777777777,4.0
Mud Shot,Sacred Sword,Ground,3,9,0.3333333333333333,Fighting,60,-35,-1.7142857142857142,4.0
Snarl,Drain Punch,Dark,5,13,0.38461538461538464,Fighting,20,-40,-0.5,4.0
Mud Shot,Weather Ball Normal,Ground,3,9,0.3333333333333333,Normal,55,-35,-1.5714285714285714,4.0
Mud Shot,Psychic Fangs,Ground,3,9,0.3333333333333333,Psychic,40,-35,-1.1428571428571428,4.0
Snarl,Leaf Tornado,Dark,5,13,0.38461538461538464,Grass,45,-40,-1.125,4.0
Volt Switch,Power Gem,Electric,12,16,0.75,Rock,80,-60,-1.3333333333333333,4.0
Snarl,Super Power,Dark,5,13,0.38461538461538464,Fighting,85,-40,-2.125,4.0
Mud Shot,Power Up Punch,Ground,3,9,0.3333333333333333,Fighting,20,-35,-0.5714285714285714,4.0
Dragon Tail,Fell Stinger,Dragon,13,9,1.4444444444444444,Bug,20,-35,-0.5714285714285714,4.0
Confusion,Silver Wind,Psychic,16,12,1.3333333333333333,Bug,60,-45,-1.3333333333333333,4.0
Dragon Tail,Razor Shell,Dragon,13,9,1.4444444444444444,Water,35,-35,-1.0,4.0
Poison Sting,Body Slam,Poison,3,9,0.3333333333333333,Normal,60,-35,-1.7142857142857142,4.0
Hex,Fire Punch,Ghost,6,12,0.5,Fire,55,-40,-1.375,4.0
Hex,Icy Wind,Ghost,6,12,0.5,Ice,60,-45,-1.3333333333333333,4.0
Hex,Psystrike,Ghost,6,12,0.5,Psychic,90,-45,-2.0,4.0
Hex,X Scissor,Ghost,6,12,0.5,Bug,65,-40,-1.625,4.0
Hex,Mud Bomb,Ghost,6,12,0.5,Ground,60,-40,-1.5,4.0
Poison Sting,Horn Attack,Poison,3,9,0.3333333333333333,Normal,40,-35,-1.1428571428571428,4.0
Poison Sting,Leaf Blade,Poison,3,9,0.3333333333333333,Grass,70,-35,-2.0,4.0
Poison Sting,Bone Club,Poison,3,9,0.3333333333333333,Ground,40,-35,-1.1428571428571428,4.0
Hex,Disarming Voice,Ghost,6,12,0.5,Fairy,70,-45,-1.5555555555555556,4.0
Hex,Twister,Ghost,6,12,0.5,Dragon,45,-45,-1.0,4.0
Hex,Thunder Punch,Ghost,6,12,0.5,Electric,55,-40,-1.375,4.0
Hex,Magnet Bomb,Ghost,6,12,0.5,Steel,70,-45,-1.5555555555555556,4.0
Hex,Ominous Wind,Ghost,6,12,0.5,Ghost,45,-45,-1.0,4.0
Poison Sting,Cross Poison,Poison,3,9,0.3333333333333333,Poison,50,-35,-1.4285714285714286,4.0
Hex,Shadow Sneak,Ghost,6,12,0.5,Ghost,50,-45,-1.1111111111111112,4.0
Hex,Rock Slide,Ghost,6,12,0.5,Rock,75,-45,-1.6666666666666667,4.0
Hex,Ancient Power,Ghost,6,12,0.5,Rock,60,-45,-1.3333333333333333,4.0
Hex,Psyshock,Ghost,6,12,0.5,Psychic,70,-45,-1.5555555555555556,4.0
Hex,Brick Break,Ghost,6,12,0.5,Fighting,40,-40,-1.0,4.0
Hex,Swift,Ghost,6,12,0.5,Normal,55,-40,-1.375,4.0
Poison Sting,Rest,Poison,3,9,0.3333333333333333,Normal,50,-35,-1.4285714285714286,4.0
Hex,Stomp,Ghost,6,12,0.5,Normal,55,-40,-1.375,4.0
Poison Sting,Muddy Water,Poison,3,9,0.3333333333333333,Water,35,-35,-1.0,4.0
Poison Sting,Fell Stinger,Poison,3,9,0.3333333333333333,Bug,20,-35,-0.5714285714285714,4.0
Poison Sting,Mirror Shot,Poison,3,9,0.3333333333333333,Steel,35,-35,-1.0,4.0
Poison Sting,Weather Ball Water,Poison,3,9,0.3333333333333333,Water,55,-35,-1.5714285714285714,4.0
Hex,Doom Desire,Ghost,6,12,0.5,Steel,75,-40,-1.875,4.0
Hex,Surf,Ghost,6,12,0.5,Water,65,-40,-1.625,4.0
Hex,Foul Play,Ghost,6,12,0.5,Dark,70,-45,-1.5555555555555556,4.0
Hex,Crunch,Ghost,6,12,0.5,Dark,70,-45,-1.5555555555555556,4.0
Hex,Silver Wind,Ghost,6,12,0.5,Bug,60,-45,-1.3333333333333333,4.0
Poison Sting,Dragon Claw,Poison,3,9,0.3333333333333333,Dragon,50,-35,-1.4285714285714286,4.0
Hex,Rock Blast,Ghost,6,12,0.5,Rock,50,-40,-1.25,4.0
Poison Sting,Weather Ball Rock,Poison,3,9,0.3333333333333333,Rock,55,-35,-1.5714285714285714,4.0
Hex,Avalanche,Ghost,6,12,0.5,Ice,90,-45,-2.0,4.0
Hex,Wild Charge,Ghost,6,12,0.5,Electric,100,-45,-2.2222222222222223,4.0
Hex,Close Combat,Ghost,6,12,0.5,Fighting,100,-45,-2.2222222222222223,4.0
