Fast Name,Charged Name,Fast Type,Fast Power,Fast Energy,Fast Power Per Energy,Charged Type,Charged Power,Charged Energy,Charged Power Per Energy,Charged Rate
Astonish,Horn Attack,Ghost,8,14,0.5714285714285714,Normal,40,-33,-1.2121212121212122,3.0
Astonish,Bone Club,Ghost,8,14,0.5714285714285714,Ground,40,-33,-1.2121212121212122,3.0
Fairy Wind,Thunder Punch,Fairy,9,13,0.6923076923076923,Electric,45,-33,-1.3636363636363635,3.0
Astonish,Cross Poison,Ghost,8,14,0.5714285714285714,Poison,40,-33,-1.2121212121212122,3.0
Astonish,Dragon Claw,Ghost,8,14,0.5714285714285714,Dragon,50,-33,-1.5151515151515151,3.0
Astonish,Aqua Tail,Ghost,8,14,0.5714285714285714,Water,50,-33,-1.5151515151515151,3.0
Feint Attack,Fissure,Dark,10,9,1.1111111111111112,Ground,9001,-25,-360.04,3.0
Feint Attack,Horn Drill,Dark,10,9,1.1111111111111112,Normal,9000,-25,-360.0,3.0
Incinerate,Scorching Sands,Fire,29,20,1.45,Ground,95,-50,-1.9,3.0
Incinerate,Trailblaze,Fire,29,20,1.45,Grass,65,-50,-1.3,3.0
Incinerate,Natures Madness,Fire,29,20,1.45,Fairy,90,-50,-1.8,3.0
Incinerate,Oblivion Wing,Fire,29,20,1.45,Flying,85,-50,-1.7,3.0
Astonish,Seed Bomb,Ghost,8,14,0.5714285714285714,Grass,55,-33,-1.6666666666666667,3.0
Astonish,Psyshock,Ghost,8,14,0.5714285714285714,Psychic,65,-33,-1.9696969696969697,3.0
Astonish,Ancient Power,Ghost,8,14,0.5714285714285714,Rock,70,-33,-2.121212121212121,3.0
Incinerate,Dragon Ascent,Fire,29,20,1.45,Flying,140,-50,-2.8,3.0
Astonish,Shadow Sneak,Ghost,8,14,0.5714285714285714,Ghost,50,-33,-1.5151515151515151,3.0
Astonish,Shadow Punch,Ghost,8,14,0.5714285714285714,Ghost,40,-33,-1.2121212121212122,3.0
Astonish,Ominous Wind,Ghost,8,14,0.5714285714285714,Ghost,50,-33,-1.5151515151515151,3.0
Astonish,Magnet Bomb,Ghost,8,14,0.5714285714285714,Steel,70,-33,-2.121212121212121,3.0
Astonish,Thunder Punch,Ghost,8,14,0.5714285714285714,Electric,45,-33,-1.3636363636363635,3.0
Astonish,Twister,Ghost,8,14,0.5714285714285714,Dragon,45,-33,-1.3636363636363635,3.0
Astonish,Disarming Voice,Ghost,8,14,0.5714285714285714,Fairy,70,-33,-2.121212121212121,3.0
Struggle Bug,Silver Wind,Bug,15,15,1.0,Bug,70,-33,-2.121212121212121,3.0
Volt Switch,Trailblaze,Electric,14,21,0.6666666666666666,Grass,65,-50,-1.3,3.0
Volt Switch,Scorching Sands,Electric,14,21,0.6666666666666666,Ground,95,-50,-1.9,3.0
Fairy Wind,Lunge,Fairy,9,13,0.6923076923076923,Bug,55,-33,-1.6666666666666667,3.0
Dragon Breath,Metal Sound,Dragon,6,4,1.5,Steel,6,9,0.6666666666666666,3.0
Struggle Bug,Crunch,Bug,15,15,1.0,Dark,70,-33,-2.121212121212121,3.0
Rock Smash,Fissure,Fighting,15,10,1.5,Ground,9001,-25,-360.04,3.0
Struggle Bug,Doom Desire,Bug,15,15,1.0,Steel,70,-33,-2.121212121212121,3.0
Struggle Bug,Weather Ball Fire,Bug,15,15,1.0,Fire,55,-33,-1.6666666666666667,3.0
Struggle Bug,Weather Ball Ice,Bug,15,15,1.0,Ice,55,-33,-1.6666666666666667,3.0
Fairy Wind,Mirror Shot,Fairy,9,13,0.6923076923076923,Steel,50,-33,-1.5151515151515151,3.0
Fairy Wind,Weather Ball Water,Fairy,9,13,0.6923076923076923,Water,55,-33,-1.6666666666666667,3.0
Fairy Wind,Weather Ball Ice,Fairy,9,13,0.6923076923076923,Ice,55,-33,-1.6666666666666667,3.0
Fairy Wind,Weather Ball Fire,Fairy,9,13,0.6923076923076923,Fire,55,-33,-1.6666666666666667,3.0
Struggle Bug,Weather Ball Rock,Bug,15,15,1.0,Rock,55,-33,-1.6666666666666667,3.0
Fairy Wind,Doom Desire,Fairy,9,13,0.6923076923076923,Steel,70,-33,-2.121212121212121,3.0
Struggle Bug,Weather Ball Water,Bug,15,15,1.0,Water,55,-33,-1.6666666666666667,3.0
Fairy Wind,Crunch,Fairy,9,13,0.6923076923076923,Dark,70,-33,-2.121212121212121,3.0
Struggle Bug,Lunge,Bug,15,15,1.0,Bug,55,-33,-1.6666666666666667,3.0
Fairy Wind,Weather Ball Rock,Fairy,9,13,0.6923076923076923,Rock,55,-33,-1.6666666666666667,3.0
Fairy Wind,Fell Stinger,Fairy,9,13,0.6923076923076923,Bug,50,-33,-1.5151515151515151,3.0
Fairy Wind,Leaf Tornado,Fairy,9,13,0.6923076923076923,Grass,45,-33,-1.3636363636363635,3.0
Fairy Wind,Drain Punch,Fairy,9,13,0.6923076923076923,Fighting,50,-33,-1.5151515151515151,3.0
Fairy Wind,Liquidation,Fairy,9,13,0.6923076923076923,Water,70,-33,-2.121212121212121,3.0
Fairy Wind,Myst Fire,Fairy,9,13,0.6923076923076923,Fire,60,-33,-1.8181818181818181,3.0
Fairy Wind,Double Iron Bash,Fairy,9,13,0.6923076923076923,Steel,70,-33,-2.121212121212121,3.0
Fairy Wind,Breaking Swipe,Fairy,9,13,0.6923076923076923,Dragon,35,-33,-1.0606060606060606,3.0
Fairy Wind,Obstruct,Fairy,9,13,0.6923076923076923,Dark,20,-33,-0.6060606060606061,3.0
Fairy Wind,Brutal Swing,Fairy,9,13,0.6923076923076923,Dark,65,-33,-1.9696969696969697,3.0
Fairy Wind,Icicle Spear,Fairy,9,13,0.6923076923076923,Ice,60,-33,-1.8181818181818181,3.0
Fairy Wind,Psychic Fangs,Fairy,9,13,0.6923076923076923,Psychic,30,-33,-0.9090909090909091,3.0
Fairy Wind,Weather Ball Normal,Fairy,9,13,0.6923076923076923,Normal,55,-33,-1.6666666666666667,3.0
Fairy Wind,V Create,Fairy,9,13,0.6923076923076923,Fire,95,-33,-2.878787878787879,3.0
Fairy Wind,Sacred Sword,Fairy,9,13,0.6923076923076923,Fighting,55,-33,-1.6666666666666667,3.0
Fairy Wind,Return,Fairy,9,13,0.6923076923076923,Normal,35,-33,-1.0606060606060606,3.0
Fairy Wind,Frustration,Fairy,9,13,0.6923076923076923,Normal,10,-33,-0.30303030303030304,3.0
Fairy Wind,Power Up Punch,Fairy,9,13,0.6923076923076923,Fighting,50,-33,-1.5151515151515151,3.0
Fairy Wind,Razor Shell,Fairy,9,13,0.6923076923076923,Water,45,-33,-1.3636363636363635,3.0
Fairy Wind,Blaze Kick,Fairy,9,13,0.6923076923076923,Fire,45,-33,-1.3636363636363635,3.0
Fairy Wind,Muddy Water,Fairy,9,13,0.6923076923076923,Water,50,-33,-1.5151515151515151,3.0
Struggle Bug,Mirror Shot,Bug,15,15,1.0,Steel,50,-33,-1.5151515151515151,3.0
Fairy Wind,Silver Wind,Fairy,9,13,0.6923076923076923,Bug,70,-33,-2.121212121212121,3.0
Fairy Wind,Rock Blast,Fairy,9,13,0.6923076923076923,Rock,50,-33,-1.5151515151515151,3.0
Fairy Wind,Sand Tomb,Fairy,9,13,0.6923076923076923,Ground,60,-33,-1.8181818181818181,3.0
Struggle Bug,Weather Ball Normal,Bug,15,15,1.0,Normal,55,-33,-1.6666666666666667,3.0
Struggle Bug,Psychic Fangs,Bug,15,15,1.0,Psychic,30,-33,-0.9090909090909091,3.0
Fairy Wind,Flame Charge,Fairy,9,13,0.6923076923076923,Fire,70,-33,-2.121212121212121,3.0
Struggle Bug,Icicle Spear,Bug,15,15,1.0,Ice,60,-33,-1.8181818181818181,3.0
Fairy Wind,X Scissor,Fairy,9,13,0.6923076923076923,Bug,45,-33,-1.3636363636363635,3.0
Struggle Bug,Brutal Swing,Bug,15,15,1.0,Dark,65,-33,-1.9696969696969697,3.0
Struggle Bug,Obstruct,Bug,15,15,1.0,Dark,20,-33,-0.6060606060606061,3.0
Struggle Bug,Breaking Swipe,Bug,15,15,1.0,Dragon,35,-33,-1.0606060606060606,3.0
Fairy Wind,Mud Bomb,Fairy,9,13,0.6923076923076923,Ground,55,-33,-1.6666666666666667,3.0
Struggle Bug,Double Iron Bash,Bug,15,15,1.0,Steel,70,-33,-2.121212121212121,3.0
Struggle Bug,Myst Fire,Bug,15,15,1.0,Fire,60,-33,-1.8181818181818181,3.0
Struggle Bug,Liquidation,Bug,15,15,1.0,Water,70,-33,-2.121212121212121,3.0
Fairy Wind,Bone Club,Fairy,9,13,0.6923076923076923,Ground,40,-33,-1.2121212121212122,3.0
Fairy Wind,Cross Poison,Fairy,9,13,0.6923076923076923,Poison,40,-33,-1.2121212121212122,3.0
Fairy Wind,Disarming Voice,Fairy,9,13,0.6923076923076923,Fairy,70,-33,-2.121212121212121,3.0
Fairy Wind,Dragon Claw,Fairy,9,13,0.6923076923076923,Dragon,50,-33,-1.5151515151515151,3.0
Struggle Bug,Magma Storm,Bug,15,15,1.0,Fire,75,-33,-2.272727272727273,3.0
Struggle Bug,V Create,Bug,15,15,1.0,Fire,95,-33,-2.878787878787879,3.0
Fairy Wind,Twister,Fairy,9,13,0.6923076923076923,Dragon,45,-33,-1.3636363636363635,3.0
Volt Switch,Darkest Lariat,Electric,14,21,0.6666666666666666,Dark,80,-50,-1.6,3.0
Fairy Wind,Fire Punch,Fairy,9,13,0.6923076923076923,Fire,55,-33,-1.6666666666666667,3.0
Struggle Bug,Fell Stinger,Bug,15,15,1.0,Bug,50,-33,-1.5151515151515151,3.0
Struggle Bug,Leaf Tornado,Bug,15,15,1.0,Grass,45,-33,-1.3636363636363635,3.0
Struggle Bug,Drain Punch,Bug,15,15,1.0,Fighting,50,-33,-1.5151515151515151,3.0
Struggle Bug,Muddy Water,Bug,15,15,1.0,Water,50,-33,-1.5151515151515151,3.0
Struggle Bug,Blaze Kick,Bug,15,15,1.0,Fire,45,-33,-1.3636363636363635,3.0
Struggle Bug,Razor Shell,Bug,15,15,1.0,Water,45,-33,-1.3636363636363635,3.0
Struggle Bug,Power Up Punch,Bug,15,15,1.0,Fighting,50,-33,-1.5151515151515151,3.0
Fairy Wind,Wrap Pink,Fairy,9,13,0.6923076923076923,Normal,25,-33,-0.7575757575757576,3.0
Fairy Wind,Wrap Green,Fairy,9,13,0.6923076923076923,Normal,25,-33,-0.7575757575757576,3.0
Fairy Wind,Rest,Fairy,9,13,0.6923076923076923,Normal,50,-33,-1.5151515151515151,3.0
Fairy Wind,Body Slam,Fairy,9,13,0.6923076923076923,Normal,50,-33,-1.5151515151515151,3.0
Struggle Bug,Frustration,Bug,15,15,1.0,Normal,10,-33,-0.30303030303030304,3.0
Struggle Bug,Return,Bug,15,15,1.0,Normal,35,-33,-1.0606060606060606,3.0
Fairy Wind,Horn Attack,Fairy,9,13,0.6923076923076923,Normal,40,-33,-1.2121212121212122,3.0
Struggle Bug,Sacred Sword,Bug,15,15,1.0,Fighting,55,-33,-1.6666666666666667,3.0
Fairy Wind,Brick Break,Fairy,9,13,0.6923076923076923,Fighting,40,-33,-1.2121212121212122,3.0
Fairy Wind,Leaf Blade,Fairy,9,13,0.6923076923076923,Grass,70,-33,-2.121212121212121,3.0
Fairy Wind,Icy Wind,Fairy,9,13,0.6923076923076923,Ice,60,-33,-1.8181818181818181,3.0
Magical Leaf,Silver Wind,Grass,16,16,1.0,Bug,70,-33,-2.121212121212121,3.0
Infestation,Myst Fire,Bug,10,14,0.7142857142857143,Fire,60,-33,-1.8181818181818181,3.0
Infestation,Double Iron Bash,Bug,10,14,0.7142857142857143,Steel,70,-33,-2.121212121212121,3.0
Water Shuriken,Mirror Shot,Water,10,15,0.6666666666666666,Steel,50,-33,-1.5151515151515151,3.0
Infestation,Heart Stamp,Bug,10,14,0.7142857142857143,Psychic,40,-33,-1.2121212121212122,3.0
Water Shuriken,Lunge,Water,10,15,0.6666666666666666,Bug,55,-33,-1.6666666666666667,3.0
Infestation,Discharge,Bug,10,14,0.7142857142857143,Electric,65,-33,-1.9696969696969697,3.0
Infestation,Drill Peck,Bug,10,14,0.7142857142857143,Flying,65,-33,-1.9696969696969697,3.0
Infestation,Aerial Ace,Bug,10,14,0.7142857142857143,Flying,55,-33,-1.6666666666666667,3.0
Water Shuriken,Weather Ball Water,Water,10,15,0.6666666666666666,Water,55,-33,-1.6666666666666667,3.0
Infestation,Ice Punch,Bug,10,14,0.7142857142857143,Ice,50,-33,-1.5151515151515151,3.0
Water Shuriken,Weather Ball Rock,Water,10,15,0.6666666666666666,Rock,55,-33,-1.6666666666666667,3.0
Water Shuriken,Weather Ball Fire,Water,10,15,0.6666666666666666,Fire,55,-33,-1.6666666666666667,3.0
Infestation,Poison Fang,Bug,10,14,0.7142857142857143,Poison,35,-33,-1.0606060606060606,3.0
Water Shuriken,Doom Desire,Water,10,15,0.6666666666666666,Steel,70,-33,-2.121212121212121,3.0
Infestation,Night Slash,Bug,10,14,0.7142857142857143,Dark,50,-33,-1.5151515151515151,3.0
Infestation,Bubble Beam,Bug,10,14,0.7142857142857143,Water,45,-33,-1.3636363636363635,3.0
Water Shuriken,Crunch,Water,10,15,0.6666666666666666,Dark,70,-33,-2.121212121212121,3.0
Infestation,Low Sweep,Bug,10,14,0.7142857142857143,Fighting,40,-33,-1.2121212121212122,3.0
Water Shuriken,Weather Ball Ice,Water,10,15,0.6666666666666666,Ice,55,-33,-1.6666666666666667,3.0
Water Shuriken,Fell Stinger,Water,10,15,0.6666666666666666,Bug,50,-33,-1.5151515151515151,3.0
Water Shuriken,Leaf Tornado,Water,10,15,0.6666666666666666,Grass,45,-33,-1.3636363636363635,3.0
Water Shuriken,Drain Punch,Water,10,15,0.6666666666666666,Fighting,50,-33,-1.5151515151515151,3.0
Water Shuriken,Myst Fire,Water,10,15,0.6666666666666666,Fire,60,-33,-1.8181818181818181,3.0
Water Shuriken,Double Iron Bash,Water,10,15,0.6666666666666666,Steel,70,-33,-2.121212121212121,3.0
Water Shuriken,Breaking Swipe,Water,10,15,0.6666666666666666,Dragon,35,-33,-1.0606060606060606,3.0
Water Shuriken,Obstruct,Water,10,15,0.6666666666666666,Dark,20,-33,-0.6060606060606061,3.0
Water Shuriken,Brutal Swing,Water,10,15,0.6666666666666666,Dark,65,-33,-1.9696969696969697,3.0
Water Shuriken,Icicle Spear,Water,10,15,0.6666666666666666,Ice,60,-33,-1.8181818181818181,3.0
Water Shuriken,Psychic Fangs,Water,10,15,0.6666666666666666,Psychic,30,-33,-0.9090909090909091,3.0
Water Shuriken,Weather Ball Normal,Water,10,15,0.6666666666666666,Normal,55,-33,-1.6666666666666667,3.0
Infestation,Vice Grip,Bug,10,14,0.7142857142857143,Normal,35,-33,-1.0606060606060606,3.0
Water Shuriken,V Create,Water,10,15,0.6666666666666666,Fire,95,-33,-2.878787878787879,3.0
Water Shuriken,Sacred Sword,Water,10,15,0.6666666666666666,Fighting,55,-33,-1.6666666666666667,3.0
Water Shuriken,Return,Water,10,15,0.6666666666666666,Normal,35,-33,-1.0606060606060606,3.0
Water Shuriken,Frustration,Water,10,15,0.6666666666666666,Normal,10,-33,-0.30303030303030304,3.0
Water Shuriken,Power Up Punch,Water,10,15,0.6666666666666666,Fighting,50,-33,-1.5151515151515151,3.0
Water Shuriken,Razor Shell,Water,10,15,0.6666666666666666,Water,45,-33,-1.3636363636363635,3.0
Water Shuriken,Blaze Kick,Water,10,15,0.6666666666666666,Fire,45,-33,-1.3636363636363635,3.0
Water Shuriken,Muddy Water,Water,10,15,0.6666666666666666,Water,50,-33,-1.5151515151515151,3.0
Infestation,Aqua Jet,Bug,10,14,0.7142857142857143,Water,45,-33,-1.3636363636363635,3.0
Infestation,Aqua Tail,Bug,10,14,0.7142857142857143,Water,50,-33,-1.5151515151515151,3.0
Infestation,Seed Bomb,Bug,10,14,0.7142857142857143,Grass,55,-33,-1.6666666666666667,3.0
Infestation,Psyshock,Bug,10,14,0.7142857142857143,Psychic,65,-33,-1.9696969696969697,3.0
Water Shuriken,Cross Poison,Water,10,15,0.6666666666666666,Poison,40,-33,-1.2121212121212122,3.0
Infestation,Thunder Punch,Bug,10,14,0.7142857142857143,Electric,45,-33,-1.3636363636363635,3.0
Infestation,Twister,Bug,10,14,0.7142857142857143,Dragon,45,-33,-1.3636363636363635,3.0
Water Shuriken,Disarming Voice,Water,10,15,0.6666666666666666,Fairy,70,-33,-2.121212121212121,3.0
Water Shuriken,Dragon Claw,Water,10,15,0.6666666666666666,Dragon,50,-33,-1.5151515151515151,3.0
Water Shuriken,Twister,Water,10,15,0.6666666666666666,Dragon,45,-33,-1.3636363636363635,3.0
Water Shuriken,Thunder Punch,Water,10,15,0.6666666666666666,Electric,45,-33,-1.3636363636363635,3.0
Infestation,Dragon Claw,Bug,10,14,0.7142857142857143,Dragon,50,-33,-1.5151515151515151,3.0
Water Shuriken,Magnet Bomb,Water,10,15,0.6666666666666666,Steel,70,-33,-2.121212121212121,3.0
Infestation,Disarming Voice,Bug,10,14,0.7142857142857143,Fairy,70,-33,-2.121212121212121,3.0
Water Shuriken,Ominous Wind,Water,10,15,0.6666666666666666,Ghost,50,-33,-1.5151515151515151,3.0
Water Shuriken,Shadow Punch,Water,10,15,0.6666666666666666,Ghost,40,-33,-1.2121212121212122,3.0
Water Shuriken,Shadow Sneak,Water,10,15,0.6666666666666666,Ghost,50,-33,-1.5151515151515151,3.0
Water Shuriken,Ancient Power,Water,10,15,0.6666666666666666,Rock,70,-33,-2.121212121212121,3.0
Water Shuriken,Psyshock,Water,10,15,0.6666666666666666,Psychic,65,-33,-1.9696969696969697,3.0
Water Shuriken,Seed Bomb,Water,10,15,0.6666666666666666,Grass,55,-33,-1.6666666666666667,3.0
Water Shuriken,Aqua Tail,Water,10,15,0.6666666666666666,Water,50,-33,-1.5151515151515151,3.0
Water Shuriken,Bone Club,Water,10,15,0.6666666666666666,Ground,40,-33,-1.2121212121212122,3.0
Water Shuriken,Liquidation,Water,10,15,0.6666666666666666,Water,70,-33,-2.121212121212121,3.0
Water Shuriken,Mud Bomb,Water,10,15,0.6666666666666666,Ground,55,-33,-1.6666666666666667,3.0
Water Shuriken,X Scissor,Water,10,15,0.6666666666666666,Bug,45,-33,-1.3636363636363635,3.0
Water Shuriken,Silver Wind,Water,10,15,0.6666666666666666,Bug,70,-33,-2.121212121212121,3.0
Water Shuriken,Rock Blast,Water,10,15,0.6666666666666666,Rock,50,-33,-1.5151515151515151,3.0
Water Shuriken,Sand Tomb,Water,10,15,0.6666666666666666,Ground,60,-33,-1.8181818181818181,3.0
Infestation,Ancient Power,Bug,10,14,0.7142857142857143,Rock,70,-33,-2.121212121212121,3.0
Water Shuriken,Wrap Pink,Water,10,15,0.6666666666666666,Normal,25,-33,-0.7575757575757576,3.0
Water Shuriken,Wrap Green,Water,10,15,0.6666666666666666,Normal,25,-33,-0.7575757575757576,3.0
Water Shuriken,Rest,Water,10,15,0.6666666666666666,Normal,50,-33,-1.5151515151515151,3.0
Water Shuriken,Body Slam,Water,10,15,0.6666666666666666,Normal,50,-33,-1.5151515151515151,3.0
Water Shuriken,Horn Attack,Water,10,15,0.6666666666666666,Normal,40,-33,-1.2121212121212122,3.0
Water Shuriken,Brick Break,Water,10,15,0.6666666666666666,Fighting,40,-33,-1.2121212121212122,3.0
Water Shuriken,Leaf Blade,Water,10,15,0.6666666666666666,Grass,70,-33,-2.121212121212121,3.0
Water Shuriken,Fire Punch,Water,10,15,0.6666666666666666,Fire,55,-33,-1.6666666666666667,3.0
Water Shuriken,Icy Wind,Water,10,15,0.6666666666666666,Ice,60,-33,-1.8181818181818181,3.0
Infestation,Shadow Sneak,Bug,10,14,0.7142857142857143,Ghost,50,-33,-1.5151515151515151,3.0
Infestation,Shadow Punch,Bug,10,14,0.7142857142857143,Ghost,40,-33,-1.2121212121212122,3.0
Infestation,Ominous Wind,Bug,10,14,0.7142857142857143,Ghost,50,-33,-1.5151515151515151,3.0
Water Shuriken,Flame Charge,Water,10,15,0.6666666666666666,Fire,70,-33,-2.121212121212121,3.0
Infestation,Magnet Bomb,Bug,10,14,0.7142857142857143,Steel,70,-33,-2.121212121212121,3.0
Water Shuriken,Aqua Jet,Water,10,15,0.6666666666666666,Water,45,-33,-1.3636363636363635,3.0
Infestation,Sludge,Bug,10,14,0.7142857142857143,Poison,50,-33,-1.5151515151515151,3.0
Infestation,Wrap,Bug,10,14,0.7142857142857143,Normal,60,-33,-1.8181818181818181,3.0
Geomancy,Drain Punch,Fairy,20,14,1.4285714285714286,Fighting,50,-33,-1.5151515151515151,3.0
Geomancy,Leaf Tornado,Fairy,20,14,1.4285714285714286,Grass,45,-33,-1.3636363636363635,3.0
Geomancy,Fell Stinger,Fairy,20,14,1.4285714285714286,Bug,50,-33,-1.5151515151515151,3.0
Geomancy,Mirror Shot,Fairy,20,14,1.4285714285714286,Steel,50,-33,-1.5151515151515151,3.0
Geomancy,Lunge,Fairy,20,14,1.4285714285714286,Bug,55,-33,-1.6666666666666667,3.0
Geomancy,Weather Ball Water,Fairy,20,14,1.4285714285714286,Water,55,-33,-1.6666666666666667,3.0
Geomancy,Weather Ball Rock,Fairy,20,14,1.4285714285714286,Rock,55,-33,-1.6666666666666667,3.0
Geomancy,Muddy Water,Fairy,20,14,1.4285714285714286,Water,50,-33,-1.5151515151515151,3.0
Geomancy,Weather Ball Ice,Fairy,20,14,1.4285714285714286,Ice,55,-33,-1.6666666666666667,3.0
Geomancy,Doom Desire,Fairy,20,14,1.4285714285714286,Steel,70,-33,-2.121212121212121,3.0
Geomancy,Crunch,Fairy,20,14,1.4285714285714286,Dark,70,-33,-2.121212121212121,3.0
Geomancy,Silver Wind,Fairy,20,14,1.4285714285714286,Bug,70,-33,-2.121212121212121,3.0
Geomancy,Rock Blast,Fairy,20,14,1.4285714285714286,Rock,50,-33,-1.5151515151515151,3.0
Geomancy,Sand Tomb,Fairy,20,14,1.4285714285714286,Ground,60,-33,-1.8181818181818181,3.0
Geomancy,Wrap Pink,Fairy,20,14,1.4285714285714286,Normal,25,-33,-0.7575757575757576,3.0
Geomancy,Wrap Green,Fairy,20,14,1.4285714285714286,Normal,25,-33,-0.7575757575757576,3.0
Geomancy,Weather Ball Fire,Fairy,20,14,1.4285714285714286,Fire,55,-33,-1.6666666666666667,3.0
Geomancy,Blaze Kick,Fairy,20,14,1.4285714285714286,Fire,45,-33,-1.3636363636363635,3.0
Geomancy,Razor Shell,Fairy,20,14,1.4285714285714286,Water,45,-33,-1.3636363636363635,3.0
Geomancy,Power Up Punch,Fairy,20,14,1.4285714285714286,Fighting,50,-33,-1.5151515151515151,3.0
Geomancy,Volt Tackle,Fairy,20,14,1.4285714285714286,Electric,90,-33,-2.727272727272727,3.0
Geomancy,Spirit Shackle,Fairy,20,14,1.4285714285714286,Ghost,70,-33,-2.121212121212121,3.0
Geomancy,Triple Axel,Fairy,20,14,1.4285714285714286,Ice,60,-33,-1.8181818181818181,3.0
Geomancy,Magma Storm,Fairy,20,14,1.4285714285714286,Fire,75,-33,-2.272727272727273,3.0
Geomancy,Liquidation,Fairy,20,14,1.4285714285714286,Water,70,-33,-2.121212121212121,3.0
Geomancy,Myst Fire,Fairy,20,14,1.4285714285714286,Fire,60,-33,-1.8181818181818181,3.0
Geomancy,Double Iron Bash,Fairy,20,14,1.4285714285714286,Steel,70,-33,-2.121212121212121,3.0
Geomancy,Breaking Swipe,Fairy,20,14,1.4285714285714286,Dragon,35,-33,-1.0606060606060606,3.0
Geomancy,Obstruct,Fairy,20,14,1.4285714285714286,Dark,20,-33,-0.6060606060606061,3.0
Geomancy,Brutal Swing,Fairy,20,14,1.4285714285714286,Dark,65,-33,-1.9696969696969697,3.0
Geomancy,Icicle Spear,Fairy,20,14,1.4285714285714286,Ice,60,-33,-1.8181818181818181,3.0
Geomancy,Psychic Fangs,Fairy,20,14,1.4285714285714286,Psychic,30,-33,-0.9090909090909091,3.0
Geomancy,Weather Ball Normal,Fairy,20,14,1.4285714285714286,Normal,55,-33,-1.6666666666666667,3.0
Geomancy,V Create,Fairy,20,14,1.4285714285714286,Fire,95,-33,-2.878787878787879,3.0
Geomancy,Sacred Sword,Fairy,20,14,1.4285714285714286,Fighting,55,-33,-1.6666666666666667,3.0
Geomancy,Return,Fairy,20,14,1.4285714285714286,Normal,35,-33,-1.0606060606060606,3.0
Geomancy,Frustration,Fairy,20,14,1.4285714285714286,Normal,10,-33,-0.30303030303030304,3.0
Geomancy,Rest,Fairy,20,14,1.4285714285714286,Normal,50,-33,-1.5151515151515151,3.0
Geomancy,Body Slam,Fairy,20,14,1.4285714285714286,Normal,50,-33,-1.5151515151515151,3.0
Geomancy,Horn Attack,Fairy,20,14,1.4285714285714286,Normal,40,-33,-1.2121212121212122,3.0
Geomancy,Brick Break,Fairy,20,14,1.4285714285714286,Fighting,40,-33,-1.2121212121212122,3.0
Geomancy,Low Sweep,Fairy,20,14,1.4285714285714286,Fighting,40,-33,-1.2121212121212122,3.0
Geomancy,Bubble Beam,Fairy,20,14,1.4285714285714286,Water,45,-33,-1.3636363636363635,3.0
Geomancy,Night Slash,Fairy,20,14,1.4285714285714286,Dark,50,-33,-1.5151515151515151,3.0
Geomancy,Poison Fang,Fairy,20,14,1.4285714285714286,Poison,35,-33,-1.0606060606060606,3.0
Geomancy,Aerial Ace,Fairy,20,14,1.4285714285714286,Flying,55,-33,-1.6666666666666667,3.0
Geomancy,Drill Peck,Fairy,20,14,1.4285714285714286,Flying,65,-33,-1.9696969696969697,3.0
Geomancy,Discharge,Fairy,20,14,1.4285714285714286,Electric,65,-33,-1.9696969696969697,3.0
Geomancy,Heart Stamp,Fairy,20,14,1.4285714285714286,Psychic,40,-33,-1.2121212121212122,3.0
Geomancy,Ice Punch,Fairy,20,14,1.4285714285714286,Ice,50,-33,-1.5151515151515151,3.0
Geomancy,Vice Grip,Fairy,20,14,1.4285714285714286,Normal,35,-33,-1.0606060606060606,3.0
Geomancy,Sludge,Fairy,20,14,1.4285714285714286,Poison,50,-33,-1.5151515151515151,3.0
Geomancy,Wrap,Fairy,20,14,1.4285714285714286,Normal,60,-33,-1.8181818181818181,3.0
Air Slash,Horn Drill,Flying,14,10,1.4,Normal,9000,-25,-360.0,3.0
Air Slash,Fissure,Flying,14,10,1.4,Ground,9001,-25,-360.04,3.0
Water Shuriken,Volt Tackle,Water,10,15,0.6666666666666666,Electric,90,-33,-2.727272727272727,3.0
Water Shuriken,Spirit Shackle,Water,10,15,0.6666666666666666,Ghost,70,-33,-2.121212121212121,3.0
Water Shuriken,Triple Axel,Water,10,15,0.6666666666666666,Ice,60,-33,-1.8181818181818181,3.0
Geomancy,Aqua Jet,Fairy,20,14,1.4285714285714286,Water,45,-33,-1.3636363636363635,3.0
Water Shuriken,Magma Storm,Water,10,15,0.6666666666666666,Fire,75,-33,-2.272727272727273,3.0
Geomancy,Aqua Tail,Fairy,20,14,1.4285714285714286,Water,50,-33,-1.5151515151515151,3.0
Geomancy,Psyshock,Fairy,20,14,1.4285714285714286,Psychic,65,-33,-1.9696969696969697,3.0
Geomancy,Leaf Blade,Fairy,20,14,1.4285714285714286,Grass,70,-33,-2.121212121212121,3.0
Geomancy,Fire Punch,Fairy,20,14,1.4285714285714286,Fire,55,-33,-1.6666666666666667,3.0
Geomancy,Icy Wind,Fairy,20,14,1.4285714285714286,Ice,60,-33,-1.8181818181818181,3.0
Geomancy,Flame Charge,Fairy,20,14,1.4285714285714286,Fire,70,-33,-2.121212121212121,3.0
Geomancy,X Scissor,Fairy,20,14,1.4285714285714286,Bug,45,-33,-1.3636363636363635,3.0
Geomancy,Mud Bomb,Fairy,20,14,1.4285714285714286,Ground,55,-33,-1.6666666666666667,3.0
